"Group 1: age (45~55), socio-economic<0",,,,,"Group 2: age (45~55), socio-economic>0",,,,,"Group 3: education (12~16), socio-economic<0",,,,,"Group 4: education (12~16), socio-economic>0",,,,,"Group 5: age (45~55), education (12~16), socio-economic<0",,,,,,,"Group 6: age (45~55), education (12~16), socio-economic>0",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wealth,age,education,socioeconomic,,wealth,age,education,socioeconomic,,wealth,age,education,socioeconomic,,wealth,age,education,socioeconomic,,wealth,age,education,socioeconomic,,,,wealth,age,education,socioeconomic
0,46,12,-30727,,-38400,46,13,1618,,0,32,12,-41483,,1304000,77,16,402,,94000,55,12,-25790,,,,103250,51,12,2213
55010,54,12,-30715,,15677,46,10,1619,,-7000,28,12,-41447,,184000,75,12,406,,121000,51,13,-25740,,,,143000,46,12,2213
3000,53,12,-30706,,1130000,49,17,1632,,3300,37,13,-41355,,98000,32,12,411,,16000,46,12,-25734,,,,24000,51,12,2215
5,48,12,-30691,,30000,48,10,1635,,60000,26,13,-41328,,11000,61,12,413,,-27100,48,13,-25713,,,,93500,50,12,2219
100000,54,12,-30669,,48000,49,8,1638,,47000,39,12,-41309,,8308000,34,16,413,,122000,51,13,-25713,,,,74200,45,14,2220
0,48,13,-30605,,-8000,45,10,1639,,21500,34,14,-41286,,33000,28,12,414,,78100,51,12,-25688,,,,3000,49,12,2238
31000,46,17,-30512,,3386000,54,12,1656,,27000,26,14,-41286,,185000,64,13,414,,0,53,12,-25637,,,,6800,48,12,2249
0,52,11,-30453,,-57000,51,12,1670,,35000,44,12,-41286,,-64100,31,15,415,,-6500,54,12,-25621,,,,70200,51,12,2249
42800,49,12,-30428,,50700,48,14,1672,,100900,24,12,-41275,,73500,54,14,419,,-10000,46,12,-25607,,,,4500,50,12,2263
0,45,9,-30388,,128333,55,12,1680,,0,40,12,-41250,,95417,32,15,420,,4000,55,14,-25562,,,,0,52,12,2264
0,49,11,-30197,,9000,45,10,1686,,3027,55,13,-41217,,-59900,62,16,423,,-17400,50,12,-25520,,,,26000,47,12,2267
0,49,11,-30186,,21000,48,11,1686,,500,29,13,-41215,,2135,56,13,428,,-8000,51,14,-25514,,,,114500,52,12,2270
20200,50,17,-30186,,40000,55,11,1686,,0,33,15,-41181,,-10269,31,12,437,,149000,53,16,-25444,,,,-4500,50,13,2278
59000,48,12,-30186,,89600,55,13,1686,,0,28,12,-41168,,22000,59,16,440,,1000,46,13,-25442,,,,120000,51,12,2282
6000,49,10,-30100,,-25000,50,13,1712,,-2000,25,14,-41128,,22800,55,12,445,,0,52,12,-25427,,,,23000,55,12,2307
23000,45,11,-30043,,2000,47,16,1712,,4000,26,12,-41117,,85000,45,12,449,,1000,48,12,-25384,,,,245400,54,12,2319
0,47,12,-30020,,96075,50,16,1714,,14000,50,12,-41077,,119000,49,16,449,,48800,49,12,-25346,,,,503000,52,13,2353
340750,45,14,-29918,,0,47,12,1715,,5000,36,12,-41072,,239000,53,12,449,,-27100,49,12,-25344,,,,82000,47,12,2366
0,48,10,-29886,,16020,55,8,1728,,17000,37,12,-41068,,110000,79,13,450,,38000,48,12,-25234,,,,29500,49,13,2391
135200,46,12,-29821,,170000,46,12,1740,,-2000,33,12,-41039,,91800,72,13,460,,537500,53,13,-25172,,,,183000,55,12,2391
455000,53,17,-29745,,12000,47,9,1744,,-296000,33,14,-40982,,55800,37,14,462,,15000,50,14,-25091,,,,30000,45,12,2392
0,50,13,-29738,,-5000,48,12,1746,,60000,41,12,-40961,,30800,24,12,466,,53000,51,12,-25035,,,,85000,47,12,2394
0,53,11,-29733,,3500,50,10,1748,,0,40,13,-40772,,120000,77,12,470,,5500,49,12,-24971,,,,256507,50,12,2420
0,50,13,-29733,,9010,52,12,1753,,9800,24,13,-40709,,303000,74,14,487,,31300,48,12,-24918,,,,900,49,15,2429
0,50,11,-29733,,28351,50,12,1771,,-35900,32,12,-40596,,315000,38,14,489,,150000,49,12,-24809,,,,187000,48,12,2430
-5500,54,10,-29727,,5000,50,14,1772,,0,19,12,-40596,,57000,43,12,491,,15000,55,12,-24804,,,,-58400,51,14,2446
37500,50,12,-29679,,3500,51,12,1778,,3000,38,14,-40596,,1000,43,14,494,,-10000,46,14,-24788,,,,62000,48,13,2468
0,54,11,-29498,,-34920,52,14,1780,,29914,30,13,-40596,,29000,63,12,500,,-30,54,15,-24751,,,,962000,54,12,2472
79098,51,2,-29477,,586000,55,17,1795,,500050,30,12,-40596,,0,40,12,501,,135200,51,12,-24667,,,,41500,46,12,2473
92800,52,16,-29470,,223000,55,11,1814,,2500,44,14,-40571,,114200,44,12,502,,47000,50,14,-24651,,,,50900,49,12,2513
0,52,12,-29328,,-3500,51,16,1820,,-13000,25,12,-40570,,57000,69,12,504,,-26604,53,12,-24624,,,,146000,55,16,2535
0,48,11,-29328,,140423,47,12,1820,,0,26,12,-40568,,800,22,12,508,,18325,48,12,-24608,,,,-5400,52,12,2547
0,46,12,-29276,,5200,46,12,1830,,23000,23,12,-40552,,9000,30,12,510,,10000,47,12,-24589,,,,15400,46,12,2548
0,53,10,-29276,,10000,46,12,1832,,48000,28,12,-40460,,9300,39,14,510,,0,52,12,-24534,,,,5000,45,14,2589
0,46,12,-29276,,-51050,45,17,1834,,13000,47,12,-40402,,-133000,43,14,513,,18000,53,12,-24534,,,,0,45,14,2594
26500,45,14,-29275,,0,53,14,1840,,0,33,12,-40393,,0,26,12,515,,4000,51,12,-24528,,,,50000,54,12,2628
500,54,8,-29231,,-25900,47,14,1842,,0,44,13,-40326,,3620,24,13,515,,67600,50,12,-24489,,,,110000,54,12,2648
2000,45,12,-29224,,-17876,52,16,1850,,40000,37,16,-40317,,181000,78,12,520,,5000,48,12,-24474,,,,-2066,48,14,2664
0,54,12,-29162,,3000,54,12,1852,,0,21,12,-40307,,9400,33,14,527,,8000,51,12,-24474,,,,639000,45,14,2683
0,51,11,-29133,,63000,55,17,1852,,-3600,30,12,-40279,,22100,63,13,527,,0,55,12,-24428,,,,495000,48,16,2686
-1615,53,14,-29118,,66000,51,12,1865,,5050,35,12,-40238,,114164,65,12,528,,205000,51,16,-24381,,,,76000,45,16,2691
1500,53,8,-29073,,650,51,12,1871,,-5000,25,13,-40149,,165000,61,12,528,,0,48,12,-24362,,,,4912,45,16,2696
400,50,11,-29028,,0,52,12,1882,,22000,44,14,-40133,,7800,68,14,533,,270100,54,12,-24338,,,,4500,45,13,2697
22800,51,6,-29014,,78250,47,12,1882,,-10000,29,13,-40113,,169000,27,12,533,,34070,52,12,-24328,,,,2000,46,12,2714
-1300,53,6,-28969,,-3500,51,9,1883,,4000,55,12,-40090,,49000,68,12,537,,-2206,52,13,-24168,,,,101000,51,13,2729
13000,53,8,-28969,,42600,50,12,1892,,800,19,12,-40014,,-24000,35,13,540,,0,49,13,-24168,,,,10000,55,14,2755
-3800,54,2,-28934,,44000,50,11,1892,,55000,35,12,-39998,,20000,26,12,541,,0,52,12,-24168,,,,330600,51,13,2779
300,53,10,-28823,,19000,52,12,1897,,-8000,32,12,-39979,,135000,23,12,541,,0,48,12,-24168,,,,38170,49,12,2782
-213000,53,11,-28786,,0,47,15,1901,,60600,49,12,-39902,,-6000,23,12,546,,0,49,12,-24168,,,,5200,45,14,2796
0,47,12,-28732,,58600,50,12,1901,,2000,27,12,-39902,,170000,44,16,546,,0,55,12,-24168,,,,51400,49,15,2811
-16480,46,12,-28705,,-13300,53,17,1902,,70000,44,12,-39902,,38100,25,14,557,,600,47,12,-24168,,,,35000,45,12,2827
47500,46,14,-28701,,4000,48,12,1902,,140000,35,16,-39902,,4300,38,14,558,,2000,53,12,-24168,,,,-1360,47,14,2832
0,45,11,-28659,,257500,47,11,1929,,540000,28,12,-39902,,7000,41,13,558,,5000,52,13,-24168,,,,14200,53,13,2832
6600,51,11,-28649,,700,45,12,1986,,-36000,30,14,-39873,,350000,84,14,558,,38000,52,13,-24168,,,,111008,54,12,2839
-4050,55,11,-28636,,128000,47,10,2008,,7000,37,12,-39845,,632000,80,12,562,,86000,52,12,-24155,,,,10500,45,12,2872
0,46,12,-28598,,-469000,49,16,2010,,-14000,37,13,-39827,,15000,58,12,565,,163000,53,12,-24118,,,,-6000,46,12,2901
0,47,11,-28556,,2300,45,11,2014,,-32682,31,14,-39797,,14000,37,14,573,,0,54,12,-24075,,,,-7400,49,14,2902
55000,51,16,-28538,,3016,55,12,2014,,-78000,33,16,-39718,,535000,77,13,577,,0,46,12,-24014,,,,4000,54,14,2902
7050,49,13,-28527,,52000,46,12,2025,,4000,26,14,-39718,,4700,66,12,578,,4000,48,12,-23982,,,,5000,48,12,2902
3550,47,11,-28509,,139400,55,4,2025,,10000,35,16,-39718,,91500,38,12,579,,0,51,12,-23968,,,,57350,55,12,2902
-19700,51,14,-28453,,50000,46,13,2030,,70100,44,12,-39699,,20000,43,12,580,,1000,53,12,-23882,,,,-2200,48,14,2916
0,49,11,-28442,,-150000,45,17,2031,,4500,33,12,-39679,,242881,26,12,580,,0,50,13,-23876,,,,332000,51,14,2928
0,46,12,-28442,,43000,50,12,2033,,0,37,12,-39669,,409500,76,12,582,,-2997,47,12,-23872,,,,27000,55,14,2932
0,51,12,-28442,,35000,46,17,2052,,0,52,12,-39649,,61000,25,15,585,,0,52,12,-23868,,,,300,45,16,2980
0,46,11,-28442,,-9000,51,16,2058,,-38000,37,15,-39649,,23000,42,13,589,,17000,49,16,-23809,,,,8500,47,12,2980
25000,54,12,-28442,,0,49,17,2067,,0,33,16,-39649,,7000,66,14,594,,80500,47,12,-23751,,,,143000,52,12,2986
-28500,49,0,-28434,,-10349,45,11,2076,,3000,27,12,-39649,,248000,70,13,595,,0,46,12,-23698,,,,0,45,13,2990
12000,47,5,-28413,,11300,45,14,2081,,41000,30,14,-39649,,-75000,22,12,597,,16700,48,12,-23686,,,,27000,48,12,2992
-2300,46,12,-28392,,45400,50,12,2082,,13000,20,12,-39603,,-7500,33,12,597,,0,52,12,-23546,,,,2405000,47,16,2999
118000,52,12,-28355,,39000,46,10,2085,,15000,21,13,-39603,,-1,26,16,597,,-4005,51,12,-23495,,,,4600,48,12,3009
151200,54,17,-28350,,-2700,47,12,2089,,10000,50,12,-39554,,300,23,13,597,,100,46,12,-23479,,,,5120,55,12,3014
0,52,12,-28320,,74700,47,11,2094,,0,24,12,-39415,,3650,26,12,597,,160800,50,12,-23466,,,,250,47,13,3015
55600,49,12,-28258,,64000,52,12,2095,,22500,37,13,-39356,,1035,55,16,597,,50,45,12,-23461,,,,2214,46,12,3016
140500,49,12,-28228,,20000,49,12,2099,,3516,42,12,-39324,,27000,38,12,597,,0,54,12,-23448,,,,4000,47,15,3029
349088,52,12,-28221,,146500,49,17,2114,,0,24,12,-39292,,35800,32,12,597,,0,52,12,-23427,,,,8100,49,14,3036
0,49,12,-28211,,25,45,12,2120,,-7000,31,12,-39266,,40000,36,13,597,,0,51,13,-23401,,,,16000,52,15,3060
40000,50,11,-28155,,643000,53,13,2120,,0,26,12,-39263,,205600,81,13,598,,220000,45,15,-23385,,,,12000,46,12,3085
0,53,12,-28130,,569500,51,12,2128,,-10000,24,13,-39184,,6300,27,12,599,,-6000,53,15,-23336,,,,15005,54,12,3086
-14200,52,13,-28120,,22400,47,13,2129,,0,21,12,-39123,,2300,87,12,600,,175000,51,14,-23298,,,,147000,55,14,3113
11000,46,12,-28081,,308000,47,17,2133,,-8790,23,12,-39102,,10800,33,14,601,,63000,54,12,-23292,,,,-36000,54,12,3126
25000,47,12,-28061,,39000,55,14,2142,,0,22,12,-38912,,-1900,55,13,602,,50000,48,12,-23266,,,,24000,46,14,3129
1112,50,12,-28029,,40800,52,12,2146,,521000,48,16,-38909,,20000,56,12,614,,100,49,12,-23253,,,,4300,54,12,3149
86800,50,12,-27976,,36485,48,12,2182,,500,25,14,-38903,,-2000,21,12,615,,64000,53,12,-23208,,,,239000,55,16,3151
101700,50,12,-27971,,30000,48,16,2186,,12000,60,12,-38852,,50000,37,13,615,,13000,54,12,-23197,,,,330000,51,12,3186
0,53,12,-27926,,79000,47,14,2186,,0,26,14,-38835,,10500,25,16,617,,0,50,12,-23168,,,,73550,47,16,3197
0,49,12,-27880,,800,48,12,2189,,700,51,12,-38832,,260000,75,12,617,,58000,48,14,-23128,,,,0,51,12,3202
0,53,11,-27839,,48600,48,12,2205,,500,23,12,-38791,,1000,33,12,620,,-38500,48,13,-23099,,,,1422,53,16,3226
-5800,55,12,-27806,,103250,51,12,2213,,28800,37,14,-38725,,430160,61,16,620,,0,51,12,-23099,,,,3500,47,14,3240
191000,52,14,-27749,,143000,46,12,2213,,-27968,26,12,-38703,,-6700,25,15,624,,0,50,12,-23099,,,,88500,55,12,3249
24280,46,12,-27713,,0,53,10,2215,,0,45,12,-38672,,488000,85,12,628,,0,48,12,-23099,,,,2000,49,14,3262
4000,48,12,-27711,,24000,51,12,2215,,-17000,31,12,-38652,,961900,38,15,630,,0,53,12,-23099,,,,-6000,45,14,3265
29000,45,12,-27629,,93500,50,12,2219,,1200,30,16,-38623,,900000,60,14,631,,1800,55,15,-23099,,,,400006,55,14,3267
27000,48,6,-27612,,74200,45,14,2220,,88500,31,12,-38579,,11061,24,12,637,,5600,50,12,-23099,,,,15800,55,12,3271
0,45,11,-27564,,3000,49,12,2238,,-20000,34,13,-38538,,308500,43,12,639,,28000,51,12,-23099,,,,109000,52,12,3282
0,55,6,-27542,,6800,48,12,2249,,15000,30,13,-38525,,50000,44,12,642,,118000,49,13,-23099,,,,15200,54,12,3312
27000,46,12,-27491,,70200,51,12,2249,,177100,66,16,-38463,,95000,80,13,642,,-14500,47,16,-23090,,,,2500,52,12,3318
400,50,13,-27481,,4500,50,12,2263,,2100,25,12,-38411,,156500,72,12,644,,0,48,12,-23068,,,,455566,53,13,3343
13800,46,12,-27440,,0,52,12,2264,,1500,25,12,-38369,,-93300,53,14,645,,0,54,12,-23017,,,,62800,47,12,3375
3000,55,10,-27411,,-74000,45,11,2267,,0,50,12,-38288,,25650,67,12,645,,-24200,49,13,-23016,,,,2574500,51,14,3412
12000,49,13,-27362,,26000,47,12,2267,,-18300,26,14,-38275,,28250,20,12,651,,80,53,16,-23014,,,,25000,45,14,3469
9350,51,16,-27351,,114500,52,12,2270,,0,60,12,-38266,,188000,50,16,656,,0,47,13,-22985,,,,45350,54,12,3474
-11670,45,12,-27349,,-4500,50,13,2278,,542,25,12,-38232,,-1900,46,16,659,,-40000,50,12,-22982,,,,140300,55,12,3478
-149850,49,17,-27342,,120000,51,12,2282,,4700,24,12,-38133,,26001,32,12,660,,-12000,48,12,-22928,,,,111000,47,15,3498
116010,52,11,-27342,,23000,55,12,2307,,2000,43,13,-38066,,221800,50,12,670,,14025,47,12,-22923,,,,0,54,13,3510
10080,45,13,-27289,,245400,54,12,2319,,6000,20,12,-38066,,-3200,30,12,671,,0,46,12,-22913,,,,25000,51,12,3512
1000,49,10,-27286,,206000,50,5,2329,,0,24,12,-37918,,415000,30,12,671,,1000,53,15,-22899,,,,600,50,13,3514
0,49,11,-27277,,-1494,53,11,2351,,0,30,12,-37902,,60000,22,13,672,,18515,45,12,-22836,,,,324000,55,14,3518
0,46,12,-27237,,503000,52,13,2353,,11000,21,12,-37875,,-2000,33,12,677,,0,48,12,-22818,,,,690500,45,12,3529
0,46,14,-27236,,-48700,52,17,2359,,390000,50,12,-37844,,91700,67,15,677,,0,53,12,-22798,,,,775000,54,12,3529
57,45,8,-27222,,82000,47,12,2366,,6000,21,12,-37821,,74240,24,12,679,,0,49,12,-22785,,,,4500,45,12,3558
20502,53,13,-27206,,1644,52,10,2368,,2500,52,13,-37790,,0,24,14,680,,0,49,12,-22785,,,,23050,53,12,3558
0,52,12,-27168,,29500,49,13,2391,,5000,40,13,-37790,,584687,82,12,680,,0,48,12,-22785,,,,50500,49,12,3580
23150,45,15,-27148,,183000,55,12,2391,,1000,22,12,-37734,,2000,40,13,682,,0,52,12,-22785,,,,-10000,50,14,3583
-180,50,6,-27136,,30000,45,12,2392,,0,32,12,-37620,,25000,41,12,685,,0,46,12,-22785,,,,30500,48,12,3611
2000,55,12,-27081,,85000,47,12,2394,,0,46,12,-37505,,37000,39,12,685,,0,50,12,-22785,,,,37000,45,12,3622
52000,46,12,-27020,,8600,50,11,2399,,1000,34,12,-37505,,-30700,43,16,686,,4000,55,12,-22785,,,,404000,52,14,3623
92000,49,12,-27016,,390000,51,17,2407,,2200,43,12,-37489,,-3000,20,13,686,,26000,50,12,-22785,,,,33500,54,14,3638
0,49,11,-27014,,256507,50,12,2420,,33000,40,16,-37489,,329500,49,12,686,,51000,50,12,-22785,,,,7000,47,14,3667
0,52,15,-26981,,900,49,15,2429,,0,25,12,-37452,,8000,34,13,686,,190500,48,12,-22784,,,,11500,45,14,3678
0,46,11,-26979,,187000,48,12,2430,,20000,28,13,-37427,,116000,32,12,686,,700,48,12,-22783,,,,233500,47,16,3738
10000,50,12,-26954,,-58400,51,14,2446,,0,25,12,-37414,,241000,66,13,686,,1000,52,15,-22780,,,,-3600,47,16,3740
56200,47,9,-26942,,62000,48,13,2468,,0,50,12,-37409,,479000,64,14,686,,220000,52,12,-22732,,,,101900,53,15,3748
4000,47,16,-26938,,962000,54,12,2472,,46000,41,12,-37394,,128005,72,12,688,,21000,48,16,-22720,,,,550000,48,13,3754
-6000,50,11,-26884,,41500,46,12,2473,,20002,47,12,-37374,,12000,90,12,689,,660,47,12,-22665,,,,65100,53,14,3758
0,50,10,-26849,,12000,52,8,2494,,8500,22,13,-37374,,61000,87,12,693,,0,52,12,-22599,,,,65400,50,14,3778
99600,46,6,-26834,,50900,49,12,2513,,234880,48,12,-37303,,-7000,36,12,699,,7000,50,14,-22585,,,,4000,48,12,3801
101200,46,12,-26828,,146000,55,16,2535,,1500,33,12,-37297,,240100,61,16,699,,0,54,12,-22559,,,,116000,45,13,3809
7750,46,6,-26824,,-5400,52,12,2547,,4000,48,12,-37266,,2700,21,13,702,,75,54,12,-22485,,,,12000,45,13,3812
7207,48,6,-26783,,15400,46,12,2548,,-5000,28,12,-37209,,429000,76,12,704,,43025,47,12,-22476,,,,17000,52,12,3814
1000,55,12,-26761,,5000,45,14,2589,,-500,22,12,-37184,,-49000,23,16,705,,10020,54,12,-22433,,,,268411,45,12,3815
1200,49,14,-26733,,0,45,14,2594,,0,27,12,-37179,,465000,63,16,713,,7600,50,12,-22413,,,,30000,53,12,3820
35400,45,12,-26716,,-8600,49,17,2597,,-10000,38,13,-37171,,1080,30,12,715,,0,49,14,-22405,,,,8300,48,14,3827
1300,47,12,-26714,,50000,54,12,2628,,-29400,28,12,-37154,,292000,50,14,715,,108900,46,12,-22398,,,,0,52,12,3832
47000,47,11,-26713,,110000,54,12,2648,,-28495,24,14,-37092,,5350,40,13,717,,49000,50,12,-22375,,,,23774,55,14,3832
0,55,10,-26638,,-2066,48,14,2664,,133000,66,13,-37066,,1240000,86,12,717,,25,47,13,-22368,,,,1000,46,14,3836
0,46,13,-26622,,639000,45,14,2683,,0,27,12,-37061,,30000,80,14,721,,35020,55,16,-22349,,,,2300,47,13,3845
0,45,11,-26606,,87000,55,6,2685,,-1700,19,12,-37043,,364000,37,14,721,,36005,48,14,-22344,,,,31000,53,14,3872
90000,45,11,-26606,,0,53,11,2686,,2200,30,13,-37035,,-11585,29,14,724,,0,46,13,-22254,,,,-4750,51,13,3879
2000,46,12,-26530,,77000,48,10,2686,,-17250,33,12,-37016,,36600,58,12,725,,150000,50,12,-22209,,,,16000,47,16,3886
86000,48,0,-26500,,172430,50,5,2686,,-18000,47,13,-37007,,13500,22,12,729,,-50900,52,12,-22142,,,,-15960,46,16,3892
-980,45,12,-26495,,495000,48,16,2686,,0,30,12,-36970,,4000,64,14,732,,30000,48,12,-22122,,,,6000,53,14,3892
0,54,10,-26470,,76000,45,16,2691,,-5000,28,15,-36945,,100000,46,14,735,,0,52,12,-22099,,,,8300,46,12,3892
0,48,13,-26442,,4912,45,16,2696,,-20300,29,14,-36864,,-1500,31,15,736,,-20000,51,12,-22098,,,,47700,50,12,3902
143900,53,11,-26422,,4500,45,13,2697,,2500,23,14,-36838,,230750,63,12,741,,-9500,47,12,-22098,,,,68000,53,12,3902
2000,48,9,-26350,,95000,46,11,2702,,0,24,12,-36832,,67200,57,12,746,,-1970,50,12,-22098,,,,120000,51,14,3909
52720,50,12,-26349,,2000,46,12,2714,,2500,30,12,-36766,,104500,79,14,747,,0,47,12,-22098,,,,-176500,45,12,3926
-8000,45,12,-26302,,158000,49,6,2717,,-51300,57,14,-36748,,-15500,22,13,748,,0,48,12,-22098,,,,0,45,12,3944
-27000,46,15,-26286,,56500,55,7,2724,,-24800,22,13,-36748,,-4500,67,14,748,,0,45,12,-22098,,,,0,49,14,3948
50000,48,11,-26270,,101000,51,13,2729,,196901,69,16,-36746,,-11866,29,12,750,,500,46,12,-22098,,,,55000,49,12,3956
1000,45,3,-26265,,72800,46,2,2739,,7000,37,14,-36688,,48000,54,12,750,,16000,47,13,-22098,,,,0,46,12,3960
22500,49,11,-26250,,0,48,11,2746,,0,23,12,-36682,,570000,77,12,755,,0,46,12,-22097,,,,8500,53,12,3966
900,47,8,-26237,,10000,55,14,2755,,3050,63,13,-36670,,29000,64,12,762,,1800,50,15,-22095,,,,157000,50,14,3967
80,50,8,-26236,,105000,45,11,2758,,-23000,27,16,-36649,,3500,42,16,765,,0,49,12,-22085,,,,0,51,12,3985
2000,54,12,-26221,,185000,46,11,2758,,10000,27,15,-36649,,16500,35,14,765,,0,45,12,-22083,,,,72000,51,12,3988
4300,52,14,-26218,,330600,51,13,2779,,-11000,25,12,-36648,,-8000,45,14,767,,68000,45,12,-22067,,,,105671,48,12,3990
-152826,46,16,-26209,,48500,55,6,2780,,240,27,13,-36626,,3500,55,16,778,,-20000,50,12,-22060,,,,-7900,45,12,4014
500,50,12,-26197,,38170,49,12,2782,,0,23,12,-36623,,0,26,12,779,,10000,51,13,-22052,,,,23001,45,13,4025
0,53,11,-26188,,5200,45,14,2796,,3000,27,12,-36592,,0,81,16,780,,-600,46,12,-22041,,,,48884,54,12,4025
305000,55,12,-26148,,51400,49,15,2811,,-29050,46,12,-36541,,219800,62,12,780,,-23965,46,13,-22020,,,,0,52,12,4031
13000,46,14,-26138,,35000,45,12,2827,,304000,41,12,-36535,,75000,67,12,782,,35500,52,15,-22019,,,,5150,45,13,4060
32000,47,12,-26043,,-1360,47,14,2832,,-6000,26,13,-36505,,183000,81,12,782,,-20000,50,12,-22014,,,,3000,47,13,4082
122000,54,4,-26009,,-1000,49,11,2832,,0,23,12,-36498,,380000,64,14,782,,-7000,53,13,-22014,,,,22500,51,12,4090
109000,48,15,-25989,,14200,53,13,2832,,40000,24,12,-36487,,2984500,55,16,786,,2900,46,12,-22014,,,,15300,54,12,4134
67005,50,9,-25981,,111008,54,12,2839,,150,29,12,-36479,,41000,59,14,786,,3400,49,14,-21968,,,,215600,51,12,4139
15000,47,10,-25917,,-27000,45,11,2848,,156000,47,12,-36457,,-18250,27,16,791,,-3770,49,12,-21935,,,,166500,50,16,4158
-33800,45,11,-25890,,10500,45,12,2872,,52000,35,12,-36452,,348000,42,14,791,,30000,51,12,-21933,,,,12000,55,12,4172
-31000,46,14,-25842,,-6000,46,12,2901,,1000,25,12,-36430,,15000,27,12,802,,497500,51,16,-21931,,,,38200,55,12,4172
3000,53,14,-25838,,-7400,49,14,2902,,105400,40,12,-36425,,4400,89,12,807,,4,52,12,-21882,,,,3000,45,16,4179
63000,45,11,-25836,,0,54,10,2902,,0,31,12,-36388,,37000,30,12,808,,60000,49,12,-21882,,,,515500,47,12,4208
6014,46,15,-25806,,900,53,11,2902,,0,27,12,-36384,,1500,29,15,814,,1500,48,13,-21869,,,,143000,52,16,4214
22000,51,14,-25798,,4000,54,14,2902,,0,50,13,-36352,,5000,33,12,814,,120000,45,12,-21854,,,,4800,52,12,4215
94000,55,12,-25790,,5000,48,12,2902,,3500,32,13,-36352,,18000,22,12,814,,-142000,52,12,-21844,,,,66000,51,12,4215
0,47,10,-25788,,57350,55,12,2902,,40000,35,12,-36338,,26400,65,14,815,,-6000,49,13,-21798,,,,1500,50,12,4224
4200,52,4,-25762,,83700,45,11,2913,,153500,85,12,-36338,,28500,82,12,819,,3342,53,12,-21788,,,,1500,50,12,4227
70000,46,17,-25751,,-2200,48,14,2916,,2000,22,12,-36311,,21000,54,12,820,,37000,47,12,-21774,,,,90000,53,12,4242
121000,51,13,-25740,,332000,51,14,2928,,-24500,20,12,-36273,,115160,39,12,820,,57,51,12,-21730,,,,82000,46,12,4262
16000,46,12,-25734,,27000,55,14,2932,,32000,46,12,-36262,,80025,57,12,823,,55250,51,12,-21699,,,,124030,50,12,4271
17822,48,17,-25724,,11500,45,11,2975,,50000,32,12,-36230,,33000,50,12,824,,8500,45,12,-21664,,,,3500,53,15,4272
-27100,48,13,-25713,,300,45,16,2980,,9000,37,12,-36218,,206260,77,12,824,,-25000,49,12,-21598,,,,2400,46,12,4278
122000,51,13,-25713,,8500,47,12,2980,,11000,24,12,-36184,,15000,33,12,827,,0,46,12,-21541,,,,24871,47,12,4278
10500,47,6,-25709,,-1600,53,9,2981,,56400,32,13,-36168,,3002,25,12,829,,8000,45,12,-21517,,,,58000,47,14,4292
0,45,11,-25708,,143000,52,12,2986,,-18000,33,13,-36139,,-63700,32,16,832,,0,51,12,-21516,,,,6400,45,13,4299
78100,51,12,-25688,,5201,45,11,2988,,300000,52,12,-36138,,-8100,24,13,832,,75000,54,12,-21498,,,,0,47,12,4307
0,53,12,-25637,,0,45,13,2990,,400,27,12,-36067,,-5000,39,14,832,,-9600,45,13,-21454,,,,28000,46,14,4313
410000,46,17,-25635,,27000,48,12,2992,,0,25,14,-36026,,-2910,20,13,832,,-11400,45,16,-21443,,,,-6000,54,16,4348
-6500,54,12,-25621,,2405000,47,16,2999,,0,43,12,-36005,,-1500,26,12,832,,400,50,12,-21406,,,,1230,51,12,4366
-10000,46,12,-25607,,4600,48,12,3009,,5500,31,12,-35992,,94,24,12,832,,0,48,12,-21398,,,,210176,51,12,4367
4000,55,14,-25562,,0,51,10,3014,,2000,53,12,-35968,,500,30,15,832,,0,51,12,-21328,,,,56000,52,14,4368
0,55,10,-25553,,5120,55,12,3014,,500,30,13,-35968,,900,59,12,832,,-1300,54,14,-21285,,,,222000,54,12,4406
140000,45,11,-25541,,36000,46,17,3014,,-3628,23,14,-35912,,3009,23,12,832,,400,49,12,-21254,,,,2000,45,13,4411
-17400,50,12,-25520,,250,47,13,3015,,25000,48,15,-35911,,500,49,15,832,,0,53,12,-21244,,,,4000,45,12,4417
-8000,51,14,-25514,,2214,46,12,3016,,0,24,12,-35828,,500,54,12,832,,1100,46,16,-21239,,,,16300,46,16,4420
-5000,45,11,-25485,,0,47,11,3026,,0,36,12,-35812,,9500,29,14,832,,4800,46,12,-21233,,,,587000,49,12,4428
149000,53,16,-25444,,0,48,11,3028,,3000,25,12,-35803,,11400,31,13,832,,0,55,13,-21228,,,,43000,49,12,4440
1000,46,13,-25442,,4000,47,15,3029,,94500,30,16,-35796,,62880,60,12,832,,-550,46,12,-21199,,,,47200,45,12,4507
0,52,12,-25427,,16000,50,11,3032,,0,23,12,-35773,,107000,28,15,832,,55000,49,14,-21188,,,,129150,47,14,4519
0,52,10,-25405,,8100,49,14,3036,,0,25,13,-35773,,248000,60,16,832,,0,46,12,-21182,,,,-14997,51,13,4520
100000,48,11,-25390,,186500,54,17,3042,,0,25,12,-35773,,145000,67,12,839,,40000,49,12,-21142,,,,537,55,16,4527
1000,48,12,-25384,,16000,52,15,3060,,0,30,12,-35772,,-3200,21,12,840,,68,48,12,-21128,,,,25500,48,14,4528
